x,y
1.907736049774069853e+00, -1.447981649696535866e-01
-1.319453711524858130e+00, 1.241126290669703758e-01
1.028287951174492232e+00, -4.951601953892821872e-01
-1.613646055510963961e+00, 4.210649475201394543e-01
7.864825568696391933e-01, -1.576621904657335538e+00
-6.750461649447332402e-01, 5.917289874533131488e-01
-2.294063365790479370e-01, 1.380552004715716596e-01
1.239492897794492565e+00, 2.553935800492886377e-01
1.281155052878412137e+00, 1.412841245036608795e+00
-2.447883638077039681e+00, -3.233074165560167468e-01
1.225071032319649117e-01, 6.374971437788548023e-01
8.114785390807480736e-01, -1.066594677420193094e+00
5.986729905555571163e-01, 1.633782704590794443e+00
-3.881262099879327909e-01, 9.216718909703420781e-01
3.472936093647436828e-01, -4.296731721141323554e-03
-1.026973790625503452e-01, -9.501186359166499118e-01
8.614891764025023324e-01, -1.122046456347940868e+00
-1.445505316281489927e+00, 1.819097947792013725e+00
-1.994138278761142580e+00, -1.075869618019428486e+00
3.733611013287040925e-01, -8.409420638921655256e-01
5.494674525850371527e-01, 4.215124243777036012e-02
-1.653141597849415945e+00, -1.637917631751662217e-01
4.770417963778406656e-01, 7.537599595785118289e-01
6.967351353827191396e-01, -8.606655493831369963e-01
1.180715031471701648e+00, -7.531300072474382823e-01
7.471718734007684048e-01, 4.180758036461379445e-01
1.065697656039015451e+00, -2.617303883374260121e-01
4.458939067540714785e-01, 1.666348859610504274e+00
-2.212689714243654127e+00, 2.482070314215069740e+00
-2.981432977686229724e-01, -1.004857996075736226e+00
9.302436121083380582e-01, 7.073694930889533605e-01
1.639310697011208406e-01, -1.777565014986211223e+00
3.848056629559604702e-01, -1.044685290476507156e+00
-2.266484401752597369e-02, -6.355250014081376131e-02
4.835869052458060535e-01, -4.425499324308135307e-01
-3.834561668924607591e-01, -2.148161187655634463e-01
-5.350885453756175636e-01, 4.194976848758096288e-01
5.254089530834681332e-01, 1.501166094107239335e+00
-2.619833930028497848e-01, 2.080741586005242227e-01
1.226240871275387168e+00, 1.795262291422784484e+00
7.033822820766462147e-01, 4.402561262337627568e-01
-1.666856883682386603e-01, -1.880059973468917456e-01
2.239600053299560800e-01, -2.801699653643364707e-01
1.273799759720090075e-01, -6.964075681703384424e-01
-9.523649403901608412e-01, -1.185739674913682595e+00
-2.120819853294393653e-01, 1.310344169352458676e+00
3.416948112806073579e-01, -1.880058748657694512e+00
-3.472094529159091447e+00, -4.134739945535668704e-01
-1.364172330775836883e-01, -1.330934049691128718e-01
1.068108060998821385e+00, 1.511155332396107165e-01
3.958895171150503961e-02, 8.707633352526948922e-01
-4.691862356416231505e-01, -8.433312685056123525e-01
-5.977096891285990088e-01, 1.408777741723457710e+00
1.006563200874891484e+00, 3.151265596182264428e-01
5.182186622776174811e-01, -3.272259907297151993e-01
8.874257359859304417e-01, 1.238203105980208552e+00
-5.270478957510974505e-01, -4.526219239050565668e-01
-8.022384876922608599e-02, 4.299473094857264033e-01
-4.042122858038844392e-03, -4.752614936398869561e-01
1.299278849882814502e+00, -6.353394822551150511e-01
-1.520568973089221787e+00, 2.011293006550227969e-01
2.873336506205386720e-01, 1.420555303630948729e-01
1.518973462795335072e+00, 6.663954085320332454e-02
5.234783593738314700e-01, -9.761593009335300941e-01
6.452872945234788826e-01, -1.969293107990446323e-01
-1.337656626248282299e+00, 1.156722409998940312e-02
2.648171722063148714e-02, -1.081492598561521801e+00
1.052502797441828841e+00, -3.138111682620253196e-01
6.984321804994176874e-01, 9.281540908133464884e-02
-1.399037898534496005e+00, 3.430814488549395858e+00
-1.057088994111694324e+00, 1.338375876444781731e+00
1.051987650008215924e+00, 8.628604139164660625e-01
-1.316532047327257704e+00, 4.479794097207411285e-01
1.628762439704841469e+00, -1.561643037305814330e+00
9.462027099494588755e-01, -3.742876960683745313e-01
8.037805567371626436e-01, -1.258588481837723760e+00
-1.501827053300095027e+00, -8.566206808285722896e-02
-4.330525911709732223e-01, -6.610813829657528062e-01
2.154409119738483758e-01, 3.761473732057250136e-02
-3.603105598712342261e-01, 2.271321165766020667e-01
-2.758575886978654190e-01, 8.033153836633377676e-01
-9.952461602185752598e-02, 1.438618557342606907e+00
2.379304506434321009e-01, -4.172069443048219139e-01
-1.294257306761053661e+00, -2.644801092538306420e-01
-1.540319036340514758e-01, -5.610022895629779294e-01
-2.430565567684245531e-01, 2.089639954518682785e+00
-1.842346105908308829e+00, -1.432163255507608257e+00
2.423735171310554271e-01, -1.639024052597305880e+00
1.290935793817130417e+00, -1.559166814712282578e+00
3.087468174846965674e-01, 8.030843970092746975e-01
-1.782600519668807948e+00, -1.954522740899667710e+00
-9.409075878105715995e-01, -1.110962901376788770e+00
1.719929085620185150e-01, 7.654474820651349098e-01
-4.666677668597812856e-01, 5.407982867779704828e-01
-4.364683574619918072e-01, 1.410253787413068283e+00
3.119367255077407086e-01, -4.923266794163126958e-01
1.530001950407704925e+00, -2.262446198916752416e-01
3.664617122229698598e-01, 1.735386472785340972e+00
-1.178070802304098885e+00, 7.018600561321113318e-01
-8.167570657999420058e-01, 1.207894525765949245e+00
2.190353610455801014e+00, -9.483023079991462212e-02
4.020990045141840941e-02, -5.130041454982663396e-01
-1.079879909718046704e+00, 1.973938284287234612e+00
2.839438593272347044e-01, -1.338745379834754390e+00
3.098914694541794745e-02, -2.719421170293128132e-01
-5.424761800495389030e-01, 1.251679896221452593e+00
1.016790226810473374e+00, 2.089398006068659761e-02
-1.421687737482518976e+00, -1.561017305293771695e+00
1.807669390112633112e-01, 3.767242656797826772e-01
1.443394806934250596e+00, 4.900330132821959506e-01
6.554879717008643691e-01, -2.917054763920361449e-01
1.330997777654237657e+00, -7.301670368561443691e-01
-7.693154847779229422e-02, -1.541355900938922607e+00
5.058408565879780605e-01, -3.641828493414322465e-01
9.296727573063782168e-01, -1.249403424647011596e+00
-8.382675050131015437e-01, 1.214077286507189379e+00
1.282687550133188692e+00, 1.223452721750571959e+00
2.374387422829368433e+00, -1.061528922339040948e+00
-1.219736148783516771e+00, -5.194747517007721749e-01
-2.284550297100728655e-01, -2.582296797306448122e-01
9.888553647053954787e-01, 3.889615273835822506e-01
-8.624110119558267562e-02, 6.630826952076380731e-01
6.944364750046734258e-01, 1.451735087292922222e+00
-7.702992332831617439e-01, 1.475972182604440075e+00
-4.921859410998407625e-01, 4.385757591034116637e-02
1.163589041277608704e-01, 3.113860204013974009e-01
5.822598383503800878e-01, -3.920713545735364236e-01
-2.115601280620552860e+00, 2.388340192550764962e-01
-1.314000448932445497e+00, 4.427299793763319613e-01
-7.746149226189448234e-01, -2.488642571575870599e-01
-3.796971077571040798e-01, -2.704892141371880165e-01
3.200723882864390801e-01, -1.422217869855455286e+00
8.461063228129269698e-01, 2.616983757649326225e+00
4.313514386427041297e-02, -1.014307682229380392e+00
5.346846647418649345e-01, -1.307486062385083414e-01
-6.395691328017745481e-02, 5.939611460072854454e-01
-9.920070359721531172e-01, -4.485128075300409689e-01
-5.089934828313870119e-01, 1.122750282902513774e+00
1.632892415053285029e-01, -8.885333678432789650e-01
4.112768491651966341e-01, -1.067189336115699883e+00
1.999496064742793122e-01, -1.148603841286658822e+00
5.859640816723100665e-01, -7.783689520524591510e-01
-9.112972710876211524e-01, -1.217712762777671154e+00
-7.421035101876634343e-02, 4.861549576110799076e-01
-1.372866614181902367e+00, 1.594895450825472905e+00
1.565179315263561799e-01, -2.233413956876667772e+00
-1.169962893235980905e+00, 5.191802114382269018e-01
-1.080073013602785403e+00, -2.636245273833970684e-02
1.133977840535035808e+00, 7.570518822805837392e-03
-7.524775279720964383e-01, -4.355183144243430227e-01
1.429486267951954881e+00, 7.530472068287890064e-01
-8.323462451085396063e-01, -4.505789445394984827e-01
6.038043567822087843e-01, -1.821992486228499741e+00
-1.800283335571044308e-01, 4.435971438584135340e-01
-1.696996590161460317e+00, -1.013736838000329099e+00
-1.152672520856099503e+00, 6.944169171468025370e-01
-1.399467328157991963e-01, -6.845248371833201340e-01
-6.926835176426748841e-02, 7.602041533353696146e-01
-3.802045062672255726e-01, 2.844993030254703292e-01
7.636540311432202244e-02, -2.401338190542622097e+00
-4.587116926030427276e-03, 1.461447945265423431e+00
6.682666926797785623e-01, -5.287975362251309264e-01
3.690091861157852038e-01, -2.457216678191944670e+00
9.905393338877169773e-01, -1.429900575291654485e+00
3.044858519432026844e-02, 1.462766702671711938e+00
-6.936422317370796176e-01, -4.028924629579661021e-01
-6.362103265464326418e-02, -4.705820763607568291e-01
-4.476615069405521230e-01, 4.511048795648855969e-02
3.947660021915720407e-01, 2.131344274584661413e-01
7.152981645264337995e-01, -1.506474346230616490e+00
1.400292854337140236e+00, 1.898450457399282643e+00
1.763251059280549204e-01, -5.201589961542146812e-01
1.310605062903608953e-01, 1.322318917245635550e+00
-1.516409454815286661e+00, -7.365610088399892064e-01
3.913820530265880171e-01, 1.317977659149983938e-01
-4.191498167425694032e-01, 2.111992907070283088e-01
1.776596639899669317e+00, -6.777065925224191600e-01
-3.043055849258706758e-01, 2.659548379474590551e-01
3.832908894339459027e-01, 1.642162794005101178e-01
-2.880126791907162698e-01, -4.197998553234510988e-01
-1.534710419886546884e+00, -1.254760640449751774e+00
-1.451433090241413870e+00, -1.561413202657815136e+00
6.998600983789986518e-01, 6.043900046369460322e-01
-2.807379710626495273e-01, 1.792860562742931263e+00
1.203816023600932095e+00, 7.499129057722135894e-01
-6.010394416819616614e-01, -1.161215765411305334e+00
1.162263672220702704e+00, 6.591530917011729773e-01
-9.717592278075212753e-02, -7.210448023245016325e-01
1.448405155416423673e+00, -2.391514468782224956e+00
-1.310281860956500788e+00, 1.035785735189757695e+00
-1.095836195351889364e+00, -1.375485634186955242e+00
-5.665430413783154595e-01, 5.085387698170598103e-01
-1.194874878377155003e+00, 1.090104152104236057e+00
2.145368043997957663e+00, 3.568250129700403783e-01
-9.267586326674022157e-01, -4.774090059626593385e-01
-8.371238419134403586e-01, -1.183693499421096806e+00
6.535942811356161286e-01, -1.230320556758084161e+00
-1.220431494531450944e+00, -1.288750418687070631e+00
3.881158642692784655e-01, -1.653519016955425691e+00
-1.944635954908581876e+00, 1.816446727656681748e-01
1.779970153097322205e-01, -1.682547096772035733e-01
2.268289553001489711e+00, -5.459353684360035430e-01
1.437073984245078373e+00, 5.521387425667803051e-01
1.333459927034083004e-01, -6.770000335694984495e-01
9.790685639768285098e-01, -3.666590619157697462e-01
-3.572081336520359363e-02, 7.630901354996666441e-01
-8.626733604849313730e-01, -3.380914276040736244e-01
-6.693867352505259403e-03, 6.267009650999516568e-01
4.508488511429421530e-01, -2.887145189430464498e-01
-6.860895802661214349e-01, -1.680989630230295129e+00
1.363783388634573601e+00, -2.327553295144569601e-01
-6.568525353861855987e-01, 1.698720032854355022e-01
-6.943511002258138942e-02, -4.998302710180140274e-01
-1.986118479681189125e-02, -1.584064270981889733e+00
-1.915391804865373415e-01, 1.720653807022777038e+00
7.262392187712960467e-01, -6.753499099306249365e-01
5.548251987237788896e-01, 4.816954653041647383e-01
-1.029867167301003361e+00, -2.066524568706710197e-01
2.119984237025553109e-01, -1.003443298946687712e+00
-1.258409147343149126e+00, 8.975335188137925080e-01
2.119219452392001823e+00, -3.914661745680629301e-01
-2.327430424814536103e-01, 1.476999196017446891e+00
1.274657119973235941e+00, -6.584968838815292713e-01
7.519768655772268717e-01, -8.550801281129738213e-04
-3.731291483113685636e-01, 1.139179249255032111e+00
7.923895198385020322e-01, 1.045732143325263319e+00
8.503778776279478091e-01, -1.498970264793848095e+00
-7.490130626413135095e-01, 8.529361411366674639e-02
6.038558094277347577e-01, -2.276742516472861633e-01
7.946868866332579273e-01, -9.159633919177810890e-01
3.432344674985902677e-01, 1.816989107128549996e+00
1.049959130277122510e+00, -2.023878690052217877e+00
1.098069745821331322e+00, -1.671612801248560487e+00
9.680426253041232165e-01, 1.631439891680902310e+00
-9.294075688286814740e-01, -4.032345909323022393e-01
-3.789078806787804510e+00, -6.923744413428692956e-01
1.073794833309652752e+00, -3.850356494151627729e-01
-6.563159311307901200e-01, 1.530728648079435483e-01
1.896059642545768309e+00, 2.327699158177371774e-01
3.894336543871211864e-01, 2.139554675471520284e-01
2.088341298605122798e-01, -1.106108548957986493e+00
1.217547652718166118e+00, 5.108942753261800362e-01
7.305165601375565032e-01, -1.085906810343065354e+00
-2.718255210502509733e+00, -3.693172751656793595e-01
1.854746423690316393e+00, 1.199188000063828641e+00
1.920610539528473659e-01, -1.330228278593277746e+00
2.217077628624763541e+00, 5.225236190529237712e-01
1.814718109901854781e+00, -2.897188664716536244e-01
-8.944962241695253446e-02, -1.822654148910280991e+00
4.451124291720547910e-01, -6.304524456907972807e-02
8.023452081944000280e-01, -1.107200311329534115e+00
9.196371367933343643e-01, -5.729644986013594510e-01
-1.122628229365808528e+00, -1.021560661533965852e+00
5.738994986108675311e-01, 2.659038281436102436e-01
9.549962293494688170e-01, -1.556737683330079003e+00
5.389799748732017060e-01, 4.120856826879378265e-01
1.221322867892048025e+00, 4.849662401095478637e-01
-1.202538914309893459e+00, 4.099345838934153052e-01
-5.985050937728213921e-02, -9.433929448035345278e-01
-3.453578609103761243e-01, -3.255835751116920584e-01
3.714557522689164726e-01, 1.084864624425903257e+00
-1.581064919037462158e+00, 4.131209203792785556e-01
3.903321317752065367e-01, -2.101160434564783852e-01
-1.066769623240864995e+00, 3.099353729738392182e-01
-1.106086395479894957e+00, -5.375786564943265677e-01
-5.214773163906214482e-01, -1.177688762040645987e+00
2.428297876895283147e-01, -1.224991631856437446e-01
-9.716527166450805719e-01, -2.303258507872049388e-01
-5.111113353726125519e-01, 1.060214813891075386e-01
-9.551617380636270860e-02, 6.853193122635724555e-01
-3.860246649128127872e-01, 7.606262892627451040e-03
6.732856944602474414e-01, -5.297409799256582730e-01
-1.307753315403489491e+00, 2.908267094348812032e-01
-1.699830180861588769e+00, 6.589723251653272218e-01
8.118443906173032909e-01, 1.438562840587678693e+00
-2.899424240714957302e-01, 7.293398483710984426e-01
-2.850702652913921664e+00, 2.192938677826041793e-01
1.879971992678381998e-01, 7.530426029254453368e-01
6.409408843297225156e-01, 4.828752675093609947e-01
-7.708821232376932286e-01, -1.128638137291809285e+00
3.323245553137748054e-01, 5.326194438202497272e-01
1.487430224435636831e-03, 2.024353221538370828e-01
4.384694588343345245e-01, -1.030688157360329482e+00
1.521230283437726150e-01, 1.129271948075017268e-01
-8.138140316670583463e-01, -4.777810100197412702e-01
1.241451129502506356e+00, 1.077527098061703548e+00
6.722910598733050636e-01, -9.972506553690855258e-01
-3.818857562207838563e-01, 7.133355508758608687e-01
1.372866284271378190e-01, -7.312428702480084919e-01
-1.315478255542059660e+00, 6.448924031673626267e-01
1.644842066697732363e+00, 3.176535005947394574e-01
2.029813364375089524e+00, 5.383972421297208433e-01
-4.064620581664375731e-02, 7.303056216711805160e-01
8.093045493425724546e-01, 4.261581994871981305e-01
-8.758436877549854449e-01, -7.810676918453388073e-02
3.356203924182061815e-01, -8.586470529011369646e-01
6.749623921065228682e-01, -2.690997553946105736e+00
1.663470006279475777e-01, -1.335970984279048590e+00
2.940619679647190621e-01, -3.467741241212849990e-01
-3.673039104412131883e-02, 5.205250685848729075e-01
-9.800312728639197779e-01, -1.267045682127785344e+00
2.245631906975282810e+00, 3.161237139569247345e-01
-3.268019207248318292e-01, -6.093395387298826682e-01
5.875204127233799589e-01, 1.778634898330300196e+00
8.262024182553676654e-01, -1.109815447080085837e+00
-4.312080890276079326e-01, 9.433932811591599910e-01
1.295405292033224853e+00, 2.387057450471612996e-01
1.179814181839130782e+00, 2.401967877411728403e-01
1.888561517197918205e+00, 5.465166864046140383e-01
4.147404169539114505e-01, 1.311356470095734750e+00
-1.186883486960359946e+00, 3.127286362583193147e-01
4.846898774139450361e-01, 5.535522415606435320e-01
3.218272370154181550e-01, 6.906864237580310206e-01
-5.073111032424429956e-01, 4.587198026486819652e-02
-9.346299365056350839e-01, 1.842995747935740836e+00
7.817959664318129276e-01, 5.687985129237919102e-01
-1.213199922902092220e+00, 1.148910910347627601e+00
-2.855430725465474828e-01, -2.627084986462091543e+00
-8.501020116423066986e-01, -4.013253607185242045e-01
3.732376370400222187e-01, -3.412136170277458302e-01
-1.008194662060058588e+00, -9.618886777295363455e-01
1.716744211198523162e-02, -1.618184626644370017e+00
-7.743339331867783448e-01, -1.332627504100616589e+00
-1.055122616259250634e+00, 3.888860126291395769e-01
-4.988577844629555336e-01, -1.476497586342096491e-01
2.140675171735824112e-01, -1.961091396970248812e+00
-8.859483174725570898e-01, -1.592684811115958887e-01
6.528400798916107473e-01, 2.903361272865577769e-01
-1.579399025746060781e-01, 9.098020791807893692e-01
-5.998884357549261193e-01, 2.834866634362770421e-01
6.724009421828660571e-01, 5.869366392112631559e-01
2.167001870172616140e+00, 9.203820607001941823e-02
1.708480821066174382e+00, 1.756444669043228268e+00
-1.697431977251246726e+00, 4.218184362189084657e-01
1.117986176490987638e-01, -3.079679198173047583e-01
-1.279955919385177832e-01, 1.711998312287526192e+00
5.054842577448310781e-01, 4.733965019968495724e-01
6.306572136065597967e-01, 3.150737341190917307e-01
-6.606056991459265948e-01, 6.575818259853832837e-01
-9.726689874241184475e-02, 1.927276540056480414e+00
2.055011042762049378e+00, 4.753449394157721053e-01
-1.368730440787688352e+00, -9.248681780893307502e-01
-4.264749238363427786e-01, -2.847517556057883037e-01
-7.369153342773114845e-01, -2.439735523468864908e+00
-1.884193979048487178e+00, -1.340504275816534641e+00
4.200112937709139516e-01, -2.608329385524775779e-01
1.784969007785492945e+00, -1.853758889647584285e+00
-1.157972439061234926e+00, -2.949912933089006151e-01
-1.333954316270405505e+00, -2.012374605664350724e-01
8.833074047251037175e-01, 8.688386192081092307e-01
9.838798129503022183e-02, -5.776675312350313396e-01
5.945885757597305643e-01, -9.467936917907275873e-01
-1.670742540802838128e-01, 1.598940299815893307e-01
4.450773730516902615e-01, 1.767471279585275612e+00
-8.652015975989914287e-02, 8.237585615484038781e-01
-1.066942093237602807e-01, -1.325185328000442420e+00
-2.982121224663584758e-01, -1.646985316626842499e-01
-1.311569151709800485e+00, 9.977570913149813592e-01
2.058875910084394072e-03, -1.247464702733647846e+00
1.233255012822821461e-01, -1.160110770915945055e+00
5.856170204677506319e-02, 7.395050331518534525e-01
-2.173853812042581879e+00, -1.931538412933577309e+00
-9.706342305436428397e-01, 4.070199060273096414e-01
1.379136517728892120e+00, -1.238664685924717013e+00
9.202758878559135214e-01, 1.894172616766540473e+00
-2.112881034318134787e+00, 8.912549245134512299e-01
1.584117647339227775e+00, 1.466137942725567189e-01
3.604114985277835290e-03, -1.854725122945455995e+00
-1.651463656703540339e+00, -1.727383320698762104e-01
-1.212660057705420291e-01, 6.208645605084276431e-01
4.496531947503475402e-01, 9.891037671117457464e-01
1.075697037306689641e+00, 2.857410799875887975e-01
8.766084198804970085e-02, 5.767222444454230823e-01
6.602938220978125938e-02, -8.087407155442331019e-01
-7.105275844311230715e-01, -5.662200849176323159e-01
1.478677861153763651e+00, 9.643531517335898195e-01
-1.852498590132818646e-01, -1.717139532645285183e+00
9.380957710856578924e-01, 6.779906412295314544e-01
1.075428099238009194e+00, 4.030091397245401663e-01
-6.737707138048688593e-01, -9.923422490419783193e-01
1.151635427947560020e+00, -7.758710442815502928e-01
-3.193909151790000345e-01, -1.685352679483156146e+00
-1.190408362829080913e+00, -1.511758549164846421e+00
-3.875007069811461924e-01, -8.378647644920556026e-02
2.817154766760088247e+00, -4.025462230814557674e-01
-1.895706155071655852e+00, 3.646698571676724732e-01
1.860175503529486740e-01, -1.865661161968568960e-01
1.215056957658708775e-01, -5.785163684434131426e-01
6.448341652793182499e-01, -1.165463157127781368e+00
-2.597051920674933623e+00, -1.226834827503503339e-01
1.897265347825042525e+00, -7.474396038803878817e-01
9.130532073208994515e-01, 1.017063150999414578e+00
1.790351206474836365e+00, 6.200129161258000066e-01
1.758975738641634923e+00, 1.439190853378743862e+00
-1.645044535964969995e-02, -1.949704698848692686e-01
4.531674561480791841e-01, 8.927248630140017793e-01
1.666367306769706846e-01, -8.680579694859928974e-01
-1.027266030245403083e+00, -4.419874033237039535e-01
-1.650052484416759446e+00, -2.589075251370239750e-01
-9.887055154363008080e-01, 1.205537742572875715e+00
-1.352397368056163784e-01, -1.424122213006229876e+00
1.279968435738299215e+00, -1.192430222828902986e+00
-6.111438881895420172e-01, -5.295783538811676960e-01
7.999924704161054390e-01, 5.604705597187274041e-02
1.550075095276653547e+00, -9.526802621482279854e-01
-1.880339386842399207e+00, 1.502771532383558650e+00
1.148420247453385556e+00, 3.825112121606055737e-01
-7.782794239657002677e-01, 2.111379430894078535e+00
9.069232366186082972e-01, 9.229128161646181494e-02
1.313817527185533240e+00, 4.362782466413918647e-01
-2.185272454132955122e+00, 6.028271702976303326e-01
7.378512236429443094e-01, -6.289263491881630364e-01
7.012775630546615180e-02, -2.364744827015392847e-01
7.126821771152002105e-01, 3.911998630459890824e-01
-7.452101029974395052e-01, -1.112927023187331166e+00
-8.584738853144238124e-01, 1.118726009039484603e+00
1.040528001797879742e+00, -1.954934179663059268e-01
-9.762968073170346095e-01, 3.335299170556070281e-01
-4.679016289241007542e-01, -7.303286543098841399e-01
-1.448467754337765090e+00, 1.432228912019591349e-01
-2.311100391298431589e+00, -5.494732765141884245e-01
-1.081737657125666496e+00, 7.090217787093522350e-01
-1.556588474973112257e+00, -1.958161557138834996e-01
2.328437508809825918e+00, -9.033847037740748709e-01
1.067300354508835758e+00, 1.004189811367560026e+00
4.141616681031795588e-01, -1.579517386371550314e-01
2.768578251647887956e-01, 1.577142029713474169e+00
-2.136721073890226474e+00, -2.160931938443621803e-01
-1.496780487635843926e+00, -1.000256335746896541e+00
-1.112433473314819565e+00, 8.526688557879394947e-01
-5.189698848560103661e-01, 3.927697278701734462e-01
-1.868172253178973730e+00, -1.282628589263690833e+00
4.689332434360340973e-01, -2.695169409573850983e-01
8.322414470989737412e-01, 6.189208514044601817e-01
-1.657902003816913994e-01, 2.348633726901832586e-01
1.054306685337187549e-01, -1.084354403039127890e+00
2.882757373433006420e-01, 1.243659404180214034e+00
-7.775044379593710753e-01, 6.514102981255983638e-01
-2.201873774231704051e+00, -1.134541554261838225e+00
1.078674442614752982e+00, -1.118049953464911761e+00
-7.883634352527540967e-01, 1.412278984806845772e+00
-1.153640954335316549e+00, 5.897752692748363668e-01
1.248450134488237606e-01, 6.647015162324086957e-01
1.698492548494239252e+00, -2.428406175062749472e-01
2.051870702863001494e-01, -5.722878129041767403e-01
3.483690509424078319e-01, -9.106318716783542433e-01
1.027083900915134018e+00, -5.323650630855037980e-01
-1.067175820440883438e+00, -4.947799258306931347e-01
1.893328962636472157e-01, -1.334846703543466351e-01
9.388199003384012364e-01, -2.605390938804042281e-02
-9.521449691509712432e-01, -8.133733877810958024e-01
-1.539915866730501515e+00, -1.189237131037924389e+00
7.721612327493053707e-01, 5.339333283374181338e-01
5.789379818325455229e-01, 8.119932137998890631e-02
-9.147156244000185232e-01, -1.681183572940290638e+00
4.597910305029649369e-01, 2.945358774306451322e-01
